-2.974638810835661396e-02,-2.079274130589179315e+00,2.927779768780703229e+00,-9.149243745095223090e+00,5.427356551030192655e+00,-1.607647305719626996e+00,-1.039952284424814266e+01
1.085147744324793218e+00,-3.102193523368571348e+00,3.491690797257092527e+00,-9.043048039408331462e+00,6.970046758099294415e+00,-2.850649982950484773e+00,-9.745953667563551193e+00
-5.759091030833011438e+00,-2.924727970739923855e+00,-3.890332894546288056e+00,4.332675368739678845e+00,-2.122190408910495041e+00,4.536684659090252758e+00,-9.067094796788374822e+00
-2.937682165384748245e+00,4.102471156818397802e+00,-5.980335551662026461e+00,7.453480785980642231e+00,1.921486694942609930e+00,6.636222887563959283e+00,7.443123482882462838e+00
-7.126418917046383861e+00,-4.762157234373253445e+00,-6.550139796106639878e+00,4.610528194926758694e+00,-1.753072390490849841e+00,5.901363487909703665e+00,-9.934155634394629786e+00
-2.040780413870067367e+00,3.339749018655894020e+00,-9.820828524117656499e+00,7.602264548184884951e+00,4.259590644612344157e+00,5.348687383751081548e+00,1.052765895350881742e+01
-8.964660121192272513e+00,2.218292772870686047e+00,-3.288276708429402451e+00,-6.203320247892372130e+00,5.475970632920143188e+00,-3.503039442004594495e+00,3.078111470681335948e+00
-4.131109955033297254e+00,8.517090442455881316e+00,-2.947042128643125203e+00,7.176637114750061830e-01,2.675343778666245953e+00,-3.258293509450044256e-01,-8.320796865646833851e+00
4.997764493562059096e-01,-1.809620464475445889e+00,3.560403223586642518e+00,-7.875635674886664717e+00,8.215454126714689664e+00,-4.638698507953535888e+00,-9.839450671888009481e+00
-3.154125005484913480e+00,7.829537117255680911e+00,-2.705189970976292990e+00,3.428159094164982879e+00,3.014597703735639733e+00,-1.397834576976719978e+00,-8.390033479795487636e+00
-7.342016079439675380e+00,1.544655444020586632e+00,-3.732884158932021190e+00,-5.757670915903021047e+00,6.985014387220032539e+00,-3.870500441901144839e+00,5.934559542661792086e+00
2.479459262751757098e+00,-2.127196117954646137e+00,2.295560473686635294e+00,-8.462341380717106176e+00,8.215627790221907034e+00,-3.721578050955763217e+00,-9.793856446141237626e+00
