-1.974071619951379031e+00,3.158997033549717504e-01
1.859794414453883604e+00,6.359510857847007870e+00
3.403412708403334541e+00,6.051475892089613673e+00
3.311561803598991105e+00,4.931033112631633131e+00
-6.141187828188233944e+00,3.171161880914678655e+00
3.031922214891056733e+00,7.598820522023666868e+00
1.127545118365106847e+00,6.375479612584870281e+00
-5.861186758687712661e+00,4.702214493939187001e+00
2.112537979653956732e+00,6.089638795638132152e+00
3.260876929474632480e+00,7.444344954909988488e+00
3.922069531690217659e+00,6.499032400702988710e+00
2.710298779707239092e+00,7.260784212482739086e+00
-3.985377392427457810e+00,-7.979907975493597538e-01
-7.127281294343294604e+00,2.901633596071615973e+00
-2.414937828588596069e+00,-2.266960103505829327e+00
-6.337610283399456534e+00,3.681984420943260616e+00
-1.095248100434930372e+00,-5.657238498990446729e-01
2.226719588401251393e+00,5.820464419218482455e+00
-7.155695719023123402e+00,5.168605233040828750e+00
-8.432216781809069417e+00,2.185800139620478255e+00
-7.678383930021405845e+00,4.172959262411938042e+00
-3.283985639350508468e+00,4.640108174288763987e-01
-4.345168817055528265e+00,-1.705013919124767297e+00
-7.240912599668098082e+00,2.595027147920520694e+00
2.886461869544692860e+00,7.757190375095396995e+00
2.107154671398420831e+00,6.635589678217861831e+00
-8.448396133960690335e+00,3.611450786692595560e+00
-6.639178528656239919e-01,-1.204068126655345017e+00
4.224121233925440144e+00,6.733019219797797383e+00
-7.283599592106321907e+00,5.135426636398946698e+00
-2.208079081682822409e+00,-6.654568603377818414e-01
-3.097420315196698581e+00,-6.338188063655922910e-01
-1.813501742170867459e+00,1.213196576047779640e+00
-1.350921185359484911e+00,-1.686168717436189901e+00
-8.416791271826522092e+00,5.108238529453102750e+00
3.481923978795741892e+00,7.091109552820816120e+00
3.028362801276852867e+00,8.277601741320660622e+00
3.965361998244965491e+00,6.061036737580790756e+00
-6.345116497058238103e+00,2.717790280204633646e+00
2.357601725396466730e+00,6.549822172028916256e+00
2.729811803651473578e+00,6.092510546610841793e+00
2.247116794033290788e+00,6.875606513088064808e+00
-2.846803298468815857e+00,-2.007680427299392889e+00
3.918280146102247841e+00,7.520813010502824802e+00
-6.421670824585467230e+00,4.054166875138247583e+00
-3.481830213031313903e+00,-2.186125793732683675e+00
-9.425502834871945623e+00,2.804933457311196143e+00
-2.359914946028570881e+00,-2.020216229108841688e+00
-8.287403293872682042e+00,2.798519327267301016e+00
2.207404541028278544e+00,6.610388996989841282e+00
3.287383051240172271e+00,9.008771996541211635e+00
-3.558326508138827116e-01,-1.295092494804007455e+00
-6.647011011236246603e+00,3.712658260870516092e+00
-2.560260033816476710e+00,-1.430153187441570939e+00
-1.450172060022626663e+00,-1.446701131255450967e+00
-1.545330040936790272e+00,-2.506301174955538613e-01
-3.581442519913074385e+00,-7.929653771867577472e-01
-1.427096485724443919e+00,4.328812191804163323e-01
-3.042704232895272032e+00,-4.090473764453471661e-01
-6.766253847788890496e+00,4.190958990423453656e+00
3.648335556339882491e+00,7.495650304034971789e+00
-5.851819116177302327e+00,3.365356763496247794e-01
-7.895516107045209786e+00,3.463907474068294690e+00
-4.107827966113862139e+00,-1.203734053512315327e+00
-2.365335092325668409e+00,1.907465023597177955e-01
-2.868796464828215154e+00,-4.289899310578182412e-01
2.985129791348298145e+00,6.502643993195689198e+00
-7.192336018207118542e+00,4.103167492023588991e+00
-3.995928482696058825e+00,-6.431625820003137317e-01
-1.439909616401072734e+00,7.990927279726733889e-02
-7.554039981650246816e+00,1.712483826851521229e+00
-1.802126454009074674e+00,3.835939703076798324e-01
-3.821887709795024790e+00,-2.486449362995791112e+00
-8.907865778847328997e+00,3.948166470492435742e+00
1.854414463320522177e+00,6.494206265142357992e+00
-1.415898245376182363e+00,-8.494713716012709526e-01
3.665531951046908432e+00,6.517645028841827504e+00
-6.944879195827915908e+00,3.318546628294015477e+00
-3.743493201553131478e+00,2.982771580267473688e-02
2.909642273571999560e+00,3.923320602846645855e+00
-6.616165658526247384e+00,4.650369734196669214e+00
-1.912159714034424418e+00,-3.634803443421059654e-01
2.434808284975656711e+00,6.106891851530100723e+00
2.732311430864938995e+00,5.602893591936566331e+00
3.259667279407088447e+00,7.177570573368267759e+00
2.824707017190953628e+00,5.184372210856096785e+00
-7.421174611673877486e+00,4.337658410176322477e+00
3.209921088678612477e+00,6.171525168836095254e+00
-2.794148339760771371e+00,9.840527170474664409e-01
-3.661288509942354885e+00,-2.175370823298059086e+00
-1.857609260425579389e+00,-1.539606852074149490e+00
3.342115254804358226e+00,5.356135033244999732e+00
-7.880853158354018895e+00,2.803092378842615418e+00
-8.568229375575858953e+00,5.359764906433813536e+00
-5.729911949842564134e+00,3.738185524486039579e+00
3.007590473488807259e+00,7.659105008550077365e+00
-7.592030063631407089e+00,5.374561822297422964e+00
-2.213581029421714863e+00,-2.683320428115785639e+00
